5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,45dfa600-79b7-428e-95d3-22345a068986,45dfa600-79b7-428e-95d3-22345a068986.1.1,고장,전조형 고장,진행성 악화,2024-11-05,2025-01-19,75,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,75,193,0,1,0,1,0,0,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,7f7dd654-2760-4eb2-a197-3ebb72b85cda,7f7dd654-2760-4eb2-a197-3ebb72b85cda.1.0,고장,전조형 고장,급격 종료,2024-11-09,2024-12-05,26,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-09,prealarm_cond_ae_mid_or_hi,26,7,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,7f7dd654-2760-4eb2-a197-3ebb72b85cda,7f7dd654-2760-4eb2-a197-3ebb72b85cda.1.1,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,28,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,7f7dd654-2760-4eb2-a197-3ebb72b85cda,7f7dd654-2760-4eb2-a197-3ebb72b85cda.1.2,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_hs_mid_or_hi,31,18,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,7f7dd654-2760-4eb2-a197-3ebb72b85cda,7f7dd654-2760-4eb2-a197-3ebb72b85cda.1.3,고장,전조형 고장,급격 종료,2024-11-08,2024-12-05,27,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-08,prealarm_cond_hs_mid_or_hi,27,14,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,7f7dd654-2760-4eb2-a197-3ebb72b85cda,7f7dd654-2760-4eb2-a197-3ebb72b85cda.1.5,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,10,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,7f7dd654-2760-4eb2-a197-3ebb72b85cda,7f7dd654-2760-4eb2-a197-3ebb72b85cda.2.0,고장,전조형 고장,진행성 악화,2024-11-06,2024-11-26,20,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-06,prealarm_cond_dtw_mid_or_hi,20,22,0,1,0,1,0,0,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.10,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,33,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.11,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_dtw_mid_or_hi,30,37,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.12,고장,전조형 고장,급격 종료,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,37,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.13,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,34,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.14,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,29,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.15,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,35,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.16,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,34,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.17,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_dtw_mid_or_hi,31,34,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.0.18,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,47,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.10,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,40,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.11,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,40,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.12,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_dtw_mid_or_hi,30,36,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.13,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,41,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.14,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,38,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.15,고장,전조형 고장,급격 종료,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,37,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.16,고장,전조형 고장,급격 종료,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,34,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.17,고장,전조형 고장,급격 종료,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_dtw_mid_or_hi,30,32,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.1.18,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,26,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.10,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,37,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.11,고장,전조형 고장,급격 종료,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,41,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.12,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,36,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.13,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,32,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.14,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,39,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.15,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,41,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.16,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,39,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.17,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,42,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,a481180a-e538-42e2-b1aa-95f251c531bc,a481180a-e538-42e2-b1aa-95f251c531bc.2.18,고장,전조형 고장,진행성 악화,2024-11-05,2024-12-06,31,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,31,54,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.11,고장,전조형 고장,급격 종료,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_ae_mid_or_hi,30,12,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.12,고장,전조형 고장,급격 종료,2024-11-07,2024-12-05,28,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-07,prealarm_cond_hs_mid_or_hi,28,16,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.13,고장,전조형 고장,급격 종료,2024-11-06,2024-12-05,29,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-06,prealarm_cond_hs_mid_or_hi,29,20,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.14,고장,전조형 고장,급격 종료,2024-11-07,2024-12-05,28,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-07,prealarm_cond_ae_mid_or_hi,28,28,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.15,고장,전조형 고장,급격 종료,2024-11-07,2024-12-05,28,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-07,prealarm_cond_ae_mid_or_hi,28,24,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.16,고장,전조형 고장,급격 종료,2024-11-09,2024-12-05,26,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-09,prealarm_cond_ae_mid_or_hi,26,6,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.17,고장,전조형 고장,급격 종료,2024-11-07,2024-12-05,28,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-07,prealarm_cond_ae_mid_or_hi,28,14,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,conalog,d0a55fe4-4fb3-4dd3-8c11-d1144442db27,d0a55fe4-4fb3-4dd3-8c11-d1144442db27.1.18,고장,전조형 고장,급격 종료,2024-11-05,2024-12-05,30,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-11-05,prealarm_cond_hs_mid_or_hi,30,7,0,0,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.0.12,고장,전조형 고장,진행성 악화,2025-11-15,2025-11-22,7,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-08-06,prealarm_cond_hs_mid_or_hi,108,54,19,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.0.13,고장,전조형 고장,진행성 악화,2025-11-17,2025-11-23,6,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-27,prealarm_cond_hs_mid_or_hi,119,38,19,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.0.15,고장,전조형 고장,진행성 악화,2025-11-14,2025-11-17,3,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-20,prealarm_cond_ae_mid_or_hi,120,76,30,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.3.1,고장,전조형 고장,진행성 악화,2025-11-11,2025-11-12,1,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-15,prealarm_cond_ae_mid_or_hi,120,111,42,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.3.4,고장,전조형 고장,진행성 악화,2025-11-11,2025-11-11,0,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-16,prealarm_cond_hs_mid_or_hi,118,67,16,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.11,고장,전조형 고장,진행성 악화,2025-11-11,2025-11-11,0,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-14,prealarm_cond_ae_mid_or_hi,120,83,36,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.13,고장,전조형 고장,진행성 악화,2025-11-11,2025-11-11,0,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-16,prealarm_cond_hs_mid_or_hi,118,57,9,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,4fd0c566-e25e-4d51-96ca-57cc46940593,4fd0c566-e25e-4d51-96ca-57cc46940593.4.3,고장,전조형 고장,진행성 악화,2025-11-11,2025-11-13,2,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-19,prealarm_cond_ae_mid_or_hi,117,78,29,0,1,1,1,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.0,고장,전조형 고장,진행성 악화,2025-11-11,2025-11-12,1,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-17,prealarm_cond_hs_mid_or_hi,118,73,27,0,0,1,0,0,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,gangui,bf1a912f-6cf0-4f12-8e97-9d9d86576511,bf1a912f-6cf0-4f12-8e97-9d9d86576511.2.1,고장,전조형 고장,진행성 악화,2025-11-11,2025-11-12,1,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-07-16,prealarm_cond_hs_mid_or_hi,119,57,18,0,0,1,0,0,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,ktc_ess,10305b40-b67e-40d1-9cd1-271b6642a3d9,10305b40-b67e-40d1-9cd1-271b6642a3d9.0.17,고장,전조형 고장,진행성 악화,2024-10-13,2025-01-29,108,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-10-13,prealarm_cond_hs_mid_or_hi,108,100,0,1,0,1,0,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,ktc_ess,70ad2d87-cdb6-4842-81b7-71c7599bbf05,70ad2d87-cdb6-4842-81b7-71c7599bbf05.0.1,고장,전조형 고장,진행성 악화,2024-12-22,2025-02-12,52,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2024-10-22,prealarm_cond_hs_mid_or_hi,113,65,1,1,1,1,0,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,ktc_ess,e089076c-92c1-4365-8641-2182b4f274e6,e089076c-92c1-4365-8641-2182b4f274e6.2.0,고장,전조형 고장,진행성 악화,2025-05-09,2025-05-16,7,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-01-18,prealarm_cond_ae_mid_or_hi,118,157,85,1,1,1,0,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,ktc_ess,e089076c-92c1-4365-8641-2182b4f274e6,e089076c-92c1-4365-8641-2182b4f274e6.2.3,고장,전조형 고장,진행성 악화,2025-05-09,2025-05-16,7,anom_subtype:degradation,0,degradation_fallback_replaced_by_secondary,audit_no_event_flip,2025-01-18,prealarm_cond_ae_mid_or_hi,118,158,82,1,1,1,0,1,BR008: audit_no_event_flip; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,ktc_ess,ed5e3367-fbd4-4c8c-be33-c5d1c5e191b7,ed5e3367-fbd4-4c8c-be33-c5d1c5e191b7.1.13,고장,전조형 고장,진행성 악화,2024-10-12,2025-01-29,109,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-10-12,prealarm_cond_ae_mid_or_hi,109,217,0,1,1,1,1,1,BR008: audit_provenance_only; audit/provenance only and no event flip
5,audit_provenance_only,provenance_note_no_action,event flip 없이 provenance/date 해석만 참고,ktc_ess,ed5e3367-fbd4-4c8c-be33-c5d1c5e191b7,ed5e3367-fbd4-4c8c-be33-c5d1c5e191b7.1.15,고장,전조형 고장,진행성 악화,2024-10-12,2024-11-29,48,ews_warning,0,method_provenance_only_primary_marker_mismatch,audit_provenance_only,2024-10-12,prealarm_cond_ae_mid_or_hi,48,99,0,1,1,1,0,0,BR008: audit_provenance_only; audit/provenance only and no event flip
